id,stationName,latitude,longitude,neighbourhood,availableDocks,totalDocks,city,color,borough
3072,Leonard St & Boerum St,40.70583339,-73.94644578,Greenpoint,3,24,NYC,#097575,Brooklyn
3073,Division Ave & Hooper St,40.70691254,-73.95441667,Williamsburg,19,27,NYC,#ED7710,Brooklyn
3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,Williamsburg,9,31,NYC,#ED7710,Brooklyn
3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,Williamsburg,28,33,NYC,#ED7710,Brooklyn
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,Williamsburg,18,24,NYC,#ED7710,Brooklyn
3077,Stagg St & Union Ave,40.70877084,-73.95095259,Williamsburg,20,33,NYC,#ED7710,Brooklyn
3078,Broadway & Roebling St,40.70924826276157,-73.96063148975372,Williamsburg,15,27,NYC,#ED7710,Brooklyn
3080,S 4 St & Rodney St,40.709340000000005,-73.95608,Williamsburg,18,21,NYC,#ED7710,Brooklyn
3081,Graham Ave & Grand St,40.711863,-73.944024,Williamsburg,12,23,NYC,#ED7710,Brooklyn
3082,Hope St & Union Ave,40.71167351,-73.95141312,Williamsburg,15,25,NYC,#ED7710,Brooklyn
3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,Williamsburg,12,30,NYC,#ED7710,Brooklyn
3085,Roebling St & N 4 St,40.714690000000004,-73.95739,Williamsburg,1,25,NYC,#ED7710,Brooklyn
3086,Graham Ave & Conselyea St,40.715143,-73.944507,Williamsburg,5,25,NYC,#ED7710,Brooklyn
3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,Williamsburg,25,30,NYC,#ED7710,Brooklyn
3088,Union Ave & Jackson St,40.7160751,-73.95202900000001,Williamsburg,10,19,NYC,#ED7710,Brooklyn
3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,Williamsburg,8,31,NYC,#ED7710,Brooklyn
3091,Frost St & Meeker St,40.71764,-73.94882,Williamsburg,16,31,NYC,#ED7710,Brooklyn
3092,Berry St & N 8 St,40.7190095,-73.95852515,Greenpoint,6,27,NYC,#097575,Brooklyn
3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,Williamsburg,7,28,NYC,#ED7710,Brooklyn
3094,Graham Ave & Withers St,40.7169811,-73.94485918,Williamsburg,10,18,NYC,#ED7710,Brooklyn
3095,Graham Ave & Herbert St,40.71929301,-73.94500379,Williamsburg,21,23,NYC,#ED7710,Brooklyn
3096,Union Ave & N 12 St,40.71924,-73.95241999999999,Williamsburg,0,39,NYC,#ED7710,Brooklyn
3100,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694,Greenpoint,22,39,NYC,#097575,Brooklyn
3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,Greenpoint,7,27,NYC,#097575,Brooklyn
3102,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001,Greenpoint,10,27,NYC,#097575,Brooklyn
3105,N 15 St & Wythe Ave,40.724055,-73.955736,Greenpoint,5,24,NYC,#097575,Brooklyn
3106,Driggs Ave & N Henry St,40.72325,-73.94308000000001,Greenpoint,9,19,NYC,#097575,Brooklyn
3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,Greenpoint,7,39,NYC,#097575,Brooklyn
3108,Nassau Ave & Russell St,40.725570000000005,-73.94434,Greenpoint,20,24,NYC,#097575,Brooklyn
3109,Banker St & Meserole Ave,40.72606,-73.95621,Greenpoint,1,31,NYC,#097575,Brooklyn
3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,Greenpoint,13,27,NYC,#097575,Brooklyn
3112,Milton St & Franklin St,40.72906,-73.95779,Greenpoint,7,33,NYC,#097575,Brooklyn
3113,Greenpoint Ave & Manhattan Ave,40.730259999999994,-73.95394,Greenpoint,1,27,NYC,#097575,Brooklyn
3115,India St & Manhattan Ave,40.73232194,-73.9550858,Greenpoint,0,34,NYC,#097575,Brooklyn
3116,Huron St & Franklin St,40.732659999999996,-73.95826,Greenpoint,2,45,NYC,#097575,Brooklyn
3117,Franklin St & Dupont St,40.73564,-73.95866,Greenpoint,21,27,NYC,#097575,Brooklyn
3118,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001,Greenpoint,10,30,NYC,#097575,Brooklyn
3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,LIC,16,45,NYC,#EBE18C,Queens
3120,Center Blvd & Borden Ave,40.741609999999994,-73.96044,LIC,6,20,NYC,#EBE18C,Queens
3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,LIC,24,27,NYC,#EBE18C,Queens
3122,48 Ave & 5 St,40.74436328706688,-73.95587325096129,LIC,3,31,NYC,#EBE18C,Queens
3123,31 St & Thomson Ave,40.74469738,-73.93540375,Sunnyside,23,27,NYC,#3794DD,Queens
3124,46 Ave & 5 St,40.74731,-73.95451,LIC,20,27,NYC,#EBE18C,Queens
3125,45 Rd & 11 St,40.74708586,-73.94977234,LIC,21,23,NYC,#EBE18C,Queens
3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,LIC,23,34,NYC,#EBE18C,Queens
3127,9 St & 44 Rd,40.74966,-73.9521,LIC,17,35,NYC,#EBE18C,Queens
3128,21 St & 43 Ave,40.75052534,-73.94594845,LIC,20,23,NYC,#EBE18C,Queens
3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,LIC,23,31,NYC,#EBE18C,Queens
3130,21 St & Queens Plaza North,40.75325964,-73.94335788,LIC,30,31,NYC,#EBE18C,Queens
3131,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,Lenox Hill,29,31,NYC,#CBA9D7,Manhattan
3132,E 59 St & Madison Ave,40.76350532,-73.97109243,Upper East Side,34,35,NYC,#3FCAE6,Manhattan
3134,3 Ave & E 62 St,40.76312584,-73.96526895,Lenox Hill,51,51,NYC,#CBA9D7,Manhattan
3135,E 75 St & 3 Ave,40.77112927,-73.95772297,Lenox Hill,33,41,NYC,#CBA9D7,Manhattan
3136,5 Ave & E 63 St,40.766368,-73.971518,Upper East Side,34,47,NYC,#3FCAE6,Manhattan
3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195,Upper East Side,34,43,NYC,#3FCAE6,Manhattan
3140,1 Ave & E 78 St,40.77140426,-73.9535166,Lenox Hill,31,55,NYC,#CBA9D7,Manhattan
3141,1 Ave & E 68 St,40.76500525,-73.95818491,Lenox Hill,54,59,NYC,#CBA9D7,Manhattan
3142,1 Ave & E 62 St,40.761227399999996,-73.96094022,Lenox Hill,37,41,NYC,#CBA9D7,Manhattan
3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959596,Upper East Side,45,47,NYC,#3FCAE6,Manhattan
3144,E 81 St & Park Ave,40.77677702,-73.95900970000001,Yorkville,40,46,NYC,#797D88,Manhattan
3145,E 84 St & Park Ave,40.77862688,-73.95772073,Yorkville,40,45,NYC,#797D88,Manhattan
3146,E 81 St & 3 Ave,40.77573034,-73.9567526,Yorkville,37,47,NYC,#797D88,Manhattan
3147,E 85 St & 3 Ave,40.77801203,-73.95407149,Yorkville,28,39,NYC,#797D88,Manhattan
3148,E 84 St & 1 Ave,40.77565541,-73.95068615,Yorkville,16,31,NYC,#797D88,Manhattan
3150,E 85 St & York Ave,40.77536905,-73.94803392,Yorkville,39,47,NYC,#797D88,Manhattan
3151,E 81 St & York Ave,40.7728384,-73.94989233,Yorkville,32,39,NYC,#797D88,Manhattan
3152,3 Ave & E 71 St,40.76873687,-73.96119945,Lenox Hill,41,41,NYC,#CBA9D7,Manhattan
3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,Lenox Hill,39,39,NYC,#CBA9D7,Manhattan
3156,E 72 St & York Ave,40.76663814,-73.95348296,Lenox Hill,37,37,NYC,#CBA9D7,Manhattan
3157,East End Ave & E 86 St,40.77518615,-73.94446054,Yorkville,26,27,NYC,#797D88,Manhattan
3158,W 63 St & Broadway,40.77163851,-73.98261428,Upper West Side,25,31,NYC,#FFBF00,Manhattan
3159,W 67 St & Broadway,40.77492513,-73.98266566,Upper West Side,29,31,NYC,#FFBF00,Manhattan
3160,Central Park West & W 76 St,40.77896784,-73.97374737,Upper West Side,31,39,NYC,#FFBF00,Manhattan
3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,Upper West Side,58,59,NYC,#FFBF00,Manhattan
3162,W 78 St & Broadway,40.78339981,-73.98093133,Upper West Side,34,39,NYC,#FFBF00,Manhattan
3163,Central Park West & W 68 St,40.7734066,-73.97782542,Upper West Side,36,43,NYC,#FFBF00,Manhattan
3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,Upper West Side,58,67,NYC,#FFBF00,Manhattan
3165,Central Park West & W 72 St,40.77579376683666,-73.97620573639871,Upper West Side,29,51,NYC,#FFBF00,Manhattan
3166,Riverside Dr & W 72 St,40.780577990103346,-73.98562431335448,Upper West Side,27,41,NYC,#FFBF00,Manhattan
3167,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,Upper West Side,23,55,NYC,#FFBF00,Manhattan
3168,Central Park West & W 85 St,40.78472675,-73.96961715,Upper West Side,25,31,NYC,#FFBF00,Manhattan
3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,Upper West Side,32,39,NYC,#FFBF00,Manhattan
3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,Upper West Side,26,35,NYC,#FFBF00,Manhattan
3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,Upper West Side,36,39,NYC,#FFBF00,Manhattan
3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,Upper West Side,18,27,NYC,#FFBF00,Manhattan
3173,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659,Upper West Side,25,39,NYC,#FFBF00,Manhattan
3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,Upper West Side,31,31,NYC,#FFBF00,Manhattan
3176,W 64 St & West End Ave,40.77452835,-73.98753759,Upper West Side,35,43,NYC,#FFBF00,Manhattan
3177,W 84 St & Broadway,40.7867947,-73.977112,Upper West Side,63,63,NYC,#FFBF00,Manhattan
3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,Upper West Side,39,39,NYC,#FFBF00,Manhattan
3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,Bed - Stuy,5,23,NYC,#956642,Brooklyn
3180,Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,DUMBO,23,31,NYC,#6DE2E9,Brooklyn
3182,Yankee Ferry Terminal,40.686931,-74.016966,Nolan Park,26,42,NYC,#626262,Manhattan
3183,Exchange Place,40.7162469,-74.0334588,Colgate Center,11,30,Jersey City,#898989,Jersey City
3184,Paulus Hook,40.7141454,-74.0335519,Colgate Center,9,14,Jersey City,#898989,Jersey City
3185,City Hall,40.717732500000004,-74.04384499999999,Colgate Center,6,22,Jersey City,#898989,Jersey City
3186,Grove St PATH,40.71958611647166,-74.0431174635887,Colgate Center,20,42,Jersey City,#898989,Jersey City
3187,Warren St,40.721123600000006,-74.03805095,Colgate Center,21,22,Jersey City,#898989,Jersey City
3191,Union St,40.71821129999999,-74.08363940000001,Bergen-Lafayette,8,18,Jersey City,#FFABAD,Jersey City
3192,Liberty Light Rail,40.711242299999995,-74.0557013,Liberty State Park,2,22,Jersey City,#CE4100,Jersey City
3193,Lincoln Park,40.7246050998869,-74.07840594649316,Tonnelle Circle,13,18,Jersey City,#A5D1CD,Jersey City
3194,McGinley Square,40.7253399253558,-74.06762212514876,Tonnelle Circle,19,22,Jersey City,#A5D1CD,Jersey City
3195,Sip Ave,40.730742625306576,-74.06378388404845,Tonnelle Circle,10,38,Jersey City,#A5D1CD,Jersey City
3196,Riverview Park,40.7443187,-74.04399090000001,Tonnelle Circle,10,18,Jersey City,#A5D1CD,Jersey City
3198,Heights Elevator,40.748715945380226,-74.04044330120088,Riverview-Frist,6,18,Jersey City,#7BC5CE,Jersey City
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,Colgate Center,6,14,Jersey City,#898989,Jersey City
3201,Dey St,40.737711,-74.066921,Tonnelle Circle,11,18,Jersey City,#A5D1CD,Jersey City
3202,Newport PATH,40.7272235,-74.03375890000001,Colgate Center,13,18,Jersey City,#898989,Jersey City
3203,Hamilton Park,40.727595965999996,-74.044247311,Colgate Center,12,26,Jersey City,#898989,Jersey City
3205,JC Medical Center,40.71653978099194,-74.0496379137039,Colgate Center,11,22,Jersey City,#898989,Jersey City
3206,Hilltop,40.7311689,-74.0575736,Tonnelle Circle,26,26,Jersey City,#A5D1CD,Jersey City
3207,Oakland Ave,40.7376037,-74.05247829999999,Tonnelle Circle,22,26,Jersey City,#A5D1CD,Jersey City
3209,Brunswick St,40.7241765,-74.05065640000001,Colgate Center,16,22,Jersey City,#898989,Jersey City
3210,Pershing Field,40.742677141,-74.051788633,Tonnelle Circle,13,18,Jersey City,#A5D1CD,Jersey City
3211,Newark Ave,40.72152515,-74.046304543,Colgate Center,1,22,Jersey City,#898989,Jersey City
3212,Christ Hospital,40.734785818,-74.050443636,Tonnelle Circle,11,22,Jersey City,#A5D1CD,Jersey City
3213,Van Vorst Park,40.71848892,-74.047726625,Colgate Center,18,22,Jersey City,#898989,Jersey City
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,Colgate Center,11,22,Jersey City,#898989,Jersey City
3220,5 Corners Library,40.73496102000952,-74.05950307846071,Tonnelle Circle,8,18,Jersey City,#A5D1CD,Jersey City
3221,47 Ave & 31 St,40.743,-73.93561,Sunnyside,26,27,NYC,#3794DD,Queens
3223,E 55 St & 3 Ave,40.758996559605116,-73.96865397691727,Murray Hill,50,53,NYC,#3498DB,Manhattan
3225,Baldwin at Montgomery,40.7236589,-74.0641943,Tonnelle Circle,6,14,Jersey City,#A5D1CD,Jersey City
3226,W 82 St & Central Park West,40.78275,-73.97137,Upper West Side,41,45,NYC,#FFBF00,Manhattan
3231,E 67 St & Park Ave,40.76780080148132,-73.96592080593109,Upper East Side,3,3,NYC,#3FCAE6,Manhattan
3232,Bond St & Fulton St,40.68962188790333,-73.98304268717766,Downtown Brooklyn,12,31,NYC,#B2C908,Brooklyn
3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799,Diamond District,35,39,NYC,#80C9BF,Manhattan
3235,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,Diamond District,31,31,NYC,#80C9BF,Manhattan
3236,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643187,Hell's Kitchen,17,33,NYC,#AD78C0,Manhattan
3241,Monroe St & Tompkins Ave,40.686203000000006,-73.944694,Bed-Stuy,15,19,NYC,#FFABAD,Brooklyn
3242,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397,Brooklyn Heights,1,39,NYC,#D5D3F4,Brooklyn
3243,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,Tudor City,28,29,NYC,#55E08F,Manhattan
3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,Washington Square Village,26,31,NYC,#C7B39F,Manhattan
3249,Verona Pl & Fulton St,40.680356084043396,-73.94767910242079,Bed - Stuy,15,19,NYC,#956642,Brooklyn
3254,Soissons Landing,40.69231660719192,-74.01486575603484,Nolan Park,1,29,NYC,#626262,Manhattan
3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,Chelsea,7,7,NYC,#DAF2FD,Manhattan
3256,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603,SoHo,4,22,NYC,#000846,Manhattan
3258,W 27 St & 10 Ave,40.750181563256824,-74.00218427181244,Chelsea,31,37,NYC,#DAF2FD,Manhattan
3260,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554,NoHo Historic District,4,31,NYC,#C8C8C8,Manhattan
3263,Cooper Square & Astor Pl,40.729514962249496,-73.99075269699097,NoHo,52,59,NYC,#AD5F43,Manhattan
3267,Morris Canal,40.7124188237569,-74.03852552175522,Colgate Center,9,14,Jersey City,#898989,Jersey City
3268,Lafayette Park,40.71346382669195,-74.06285852193831,Lafayette,7,14,Jersey City,#EF5523,Jersey City
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,Tonnelle Circle,9,14,Jersey City,#A5D1CD,Jersey City
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,Colgate Center,14,14,Jersey City,#898989,Jersey City
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,Colgate Center,5,14,Jersey City,#898989,Jersey City
3273,Manila & 1st,40.72165072487999,-74.04288411140442,Colgate Center,2,18,Jersey City,#898989,Jersey City
3275,Columbus Drive,40.71835519823214,-74.03891444206238,Colgate Center,9,14,Jersey City,#898989,Jersey City
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,Colgate Center,17,26,Jersey City,#898989,Jersey City
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,Lafayette,3,14,Jersey City,#EF5523,Jersey City
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,Colgate Center,11,14,Jersey City,#898989,Jersey City
3279,Dixon Mills,40.72163014263835,-74.04996782541275,Colgate Center,13,18,Jersey City,#898989,Jersey City
3280,Astor Place,40.71928220070703,-74.07126188278198,East Village,5,14,Jersey City,#1ABC9C,Manhattan
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,Tonnelle Circle,8,14,Jersey City,#A5D1CD,Jersey City
3282,5 Ave & E 88 St,40.78307,-73.95939,Yorkville,26,38,NYC,#797D88,Manhattan
3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,Upper West Side,45,47,NYC,#FFBF00,Manhattan
3284,E 88 St & Park Ave,40.781410700190015,-73.95595908164978,Yorkville,38,38,NYC,#797D88,Manhattan
3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,Upper West Side,38,43,NYC,#FFBF00,Manhattan
3286,E 89 St & 3 Ave,40.7806284,-73.9521667,Upper East Side,0,0,NYC,#3FCAE6,Manhattan
3288,E 88 St & 1 Ave,40.778301,-73.9488134,Yorkville,35,35,NYC,#797D88,Manhattan
3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,Upper West Side,29,32,NYC,#FFBF00,Manhattan
3290,E 89 St & York Ave,40.7779453,-73.94604100000001,Yorkville,3,3,NYC,#797D88,Manhattan
3292,5 Ave & E 93 St,40.785785100000005,-73.957481,Yorkville,37,43,NYC,#797D88,Manhattan
3293,W 92 St & Broadway,40.7921,-73.9739,Upper West Side,16,24,NYC,#FFBF00,Manhattan
3294,E 91 St & Park Ave,40.7835016,-73.955327,Upper East Side,35,38,NYC,#3FCAE6,Manhattan
3295,Central Park W & W 96 St,40.791270000000004,-73.964839,Central Park,49,59,NYC,#A6D878,Manhattan
3296,E 93 St & 2 Ave,40.78245417527987,-73.94891962409021,Yorkville,4,42,NYC,#797D88,Manhattan
3297,6 St & 7 Ave,40.668662700000006,-73.97988067,Park Slope,15,21,NYC,#FAF6E0,Brooklyn
3298,Warren St & Court St,40.686371,-73.99383324,Cobble Hill Historic District,2,23,NYC,#893D39,Brooklyn
3299,E 98 St & Park Ave,40.788129999999995,-73.95206,East Harlem,22,25,NYC,#D05E56,Manhattan
3300,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,Park Slope,23,25,NYC,#FAF6E0,Brooklyn
3301,Columbus Ave & W 95 St,40.7919557,-73.968087,Upper West Side,36,39,NYC,#FFBF00,Manhattan
3302,Columbus Ave & W 103 St,40.7969347,-73.9643412291,Upper West Side,22,22,NYC,#FFBF00,Manhattan
3303,Butler St & Court St,40.6849894,-73.99440329,Carroll Gardens,1,25,NYC,#00953D,Brooklyn
3304,6 Ave & 9 St,40.668127,-73.98377641,Park Slope,7,27,NYC,#FAF6E0,Brooklyn
3305,E 91 St & 2 Ave,40.781122299341654,-73.94965589046478,Yorkville,24,39,NYC,#797D88,Manhattan
3306,10 St & 7 Ave,40.666207799999995,-73.98199886,Park Slope,12,23,NYC,#FAF6E0,Brooklyn
3307,West End Ave & W 94 St,40.7941654,-73.974124,Upper West Side,26,31,NYC,#FFBF00,Manhattan
3308,Kane St & Clinton St,40.686175799999994,-73.99645295,Cobble Hill Historic District,12,27,NYC,#893D39,Brooklyn
3309,E 97 St & 3 Ave,40.7859201,-73.94860294,East Harlem,21,30,NYC,#D05E56,Manhattan
3310,14 St & 7 Ave,40.663779,-73.98396846,Park Slope,21,24,NYC,#FAF6E0,Brooklyn
3311,Columbia St & Kane St,40.68763155,-74.0016256,Columbia Street Waterfront District,13,21,NYC,#FF9966,Brooklyn
3312,1 Ave & E 94 St,40.78172120000001,-73.94594000000001,Yorkville,16,39,NYC,#797D88,Manhattan
3313,6 Ave & 12 St,40.666318100000005,-73.9854617,Park Slope,13,29,NYC,#FAF6E0,Brooklyn
3314,W 95 St & Broadway,40.7937704,-73.971888,Upper West Side,28,32,NYC,#FFBF00,Manhattan
3315,Henry St & Degraw St,40.684751399999996,-73.99917254,Cobble Hill Historic District,13,23,NYC,#893D39,Brooklyn
3316,W 104 St & Amsterdam Ave,40.798993700000004,-73.96621737779999,Upper West Side,41,47,NYC,#FFBF00,Manhattan
3317,10 St & 5 Ave,40.6686273,-73.98700053,Park Slope,2,24,NYC,#FAF6E0,Brooklyn
3318,2 Ave & E 96 St,40.7839636,-73.94716729999999,Yorkville,8,39,NYC,#797D88,Manhattan
3319,14 St & 5 Ave,40.666287,-73.98895053,Park Slope,6,21,NYC,#FAF6E0,Brooklyn
3320,Central Park West & W 100 St,40.794066608185524,-73.96286845207214,Central Park,46,49,NYC,#A6D878,Manhattan
3321,Clinton St & Union St,40.683116399999996,-73.99785267,Cobble Hill Historic District,8,25,NYC,#893D39,Brooklyn
3322,12 St & 4 Ave,40.668603000000004,-73.99043940000001,Park Slope,5,25,NYC,#FAF6E0,Brooklyn
